CrashID,CrashDate,CrashYear,CrashMonth,CrashHour,Latitude,Longitude,CrashSevr,CrashType,CrashTypGr,CrashAlcoh,NM_Type,NM_Age,NM_Sex,NM_Race,NM_Inj,NM_AlcDrg,NM_NumTot,NM_NumK,NM_NumA,NM_NumB,NM_NumC,NM_NumU,DrvrAge,DrvrSex,DrvrRace,DrvrVehTyp,SpeedLimit,RdClass,LightCond,Weather,County,City
104902785,2016-11-03,2016,November,15,36.030362,-78.976796,C: Possible Injury,Backing Vehicle - Roadway,Backing Vehicle,No,Pedestrian,62,Male,White,C: Possible Injury,No,1,0,0,0,1,0,25,Male,White,Passenger Car,30 - 35 MPH,Unknown,Daylight,Clear,Durham,Durham
104902797,2016-11-04,2016,November,13,36.023549,-78.918797,C: Possible Injury,Motorist Drive Out - Signalized Intersection,Motorist Failed to Yield - Signalized Intersection,No,Bicyclist,39,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,43,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
104904785,2016-10-06,2016,October,19,35.996671,-78.921154,C: Possible Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,24,Male,White,C: Possible Injury,No,1,0,0,0,1,0,46,Male,Hispanic,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
104906403,2016-11-08,2016,November,15,35.911115,-78.940568,B: Suspected Minor Injury,Motorist Right Turn - Same Direction,Motorist Right Turn / Merge,No,Bicyclist,69,Male,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
104910530,2016-11-10,2016,November,13,36.017191,-78.921621,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,50,Male,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
104914285,2016-10-13,2016,October,6,35.944878,-79.001109,A: Suspected Serious Injury,Walking Along Roadway - Direction / Position Unknown,Walking Along Roadway,No,Pedestrian,54,Male,White,A: Suspected Serious Injury,Unknown,1,0,1,0,0,0,46,Male,White,"Single Unit Truck (2-Axle, 6-Tire)",30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Chapel Hill
104915742,2016-11-15,2016,November,19,36.019656,-78.890103,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,52,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
104918519,2016-11-19,2016,November,18,35.994326,-78.876329,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Walking Along Roadway,No,Pedestrian,47,Male,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
104918603,2016-10-25,2016,October,17,35.972354,-78.900906,O: No Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,20,Female,Black,O: No Injury,No,1,0,0,0,0,0,38,Female,White,Sport Utility,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
104918900,2016-11-17,2016,November,22,36.011282,-78.966436,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,35,Male,Black,B: Suspected Minor Injury,Unknown,1,0,0,1,0,0,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
104919293,2016-11-16,2016,November,16,36.009885,-78.919647,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,31,Male,White,C: Possible Injury,No,1,0,0,0,1,0,24,Female,White,Pickup,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
104919298,2016-11-09,2016,November,22,35.998172,-78.902244,K: Killed,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,75,Female,White,K: Killed,No,2,1,0,1,0,0,57,Female,Black,Passenger Car,20 - 25 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
104921102,2016-11-16,2016,November,16,35.988869,-78.878432,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,56,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,40,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Dusk,Clear,Durham,Durham
104923429,2016-11-21,2016,November,15,35.983408,-78.902947,C: Possible Injury,Working in Roadway,Working or Playing in Roadway,No,Pedestrian,51,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,34,Female,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
104924090,2016-11-27,2016,November,11,36.000313,-78.893923,C: Possible Injury,Bicyclist Left Turn - Same Direction,Bicyclist Left Turn / Merge,No,Bicyclist,69,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,29,Female,Black,Sport Utility,30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
104928465,2016-11-11,2016,November,12,36.032721,-78.891095,K: Killed,Waiting to Cross - Vehicle Not Turning,Waiting to Cross,No,Pedestrian,18,Female,Black,K: Killed,No,1,1,0,0,0,0,58,Male,White,"Light Truck (Mini-Van, Panel)",30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
104930963,2016-11-28,2016,November,4,35.979583,-78.899055,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,29,Female,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,Passenger Car,20 - 25 MPH,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
104933190,2016-12-01,2016,December,10,35.975944,-78.893065,C: Possible Injury,Vehicle - Vehicle / Object,Unusual Circumstances,No,Pedestrian,61,Female,Black,C: Possible Injury,No,2,0,0,0,2,0,34,Male,Black,Sport Utility,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
104933405,2016-12-04,2016,December,18,35.962218,-78.908662,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,54,Male,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,39,Male,White,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Rain,Durham,Durham
104935740,2016-11-02,2016,November,7,36.006384,-78.929838,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,31,Female,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,45,Male,Black,Van,20 - 25 MPH,Local Street,Dark - Unknown Lighting,Clear,Durham,Durham
104941546,2016-12-11,2016,December,20,36.025758,-78.889787,B: Suspected Minor Injury,Disabled Vehicle-Related,Unusual Circumstances,No,Pedestrian,23,Male,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,42,Male,Hispanic,Passenger Car,30 - 35 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
104945628,2016-11-30,2016,November,23,36.010053,-78.922279,O: No Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,19,Male,White,O: No Injury,No,1,0,0,0,0,0,Not coded,Unknown,Unknown/Missing,Sport Utility,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Rain,Durham,Durham
104947862,2016-12-06,2016,December,10,36.008534,-78.94015,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,34,Male,White,C: Possible Injury,No,1,0,0,0,1,0,63,Male,White,Pickup,Unknown,Local Street,Daylight,Rain,Durham,Durham
104947865,2016-12-02,2016,December,9,35.98922,-78.903276,O: No Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,43,Male,Black,O: No Injury,No,1,0,0,0,0,0,50,Male,Black,"Light Truck (Mini-Van, Panel)",30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
104948065,2016-12-09,2016,December,17,35.912363,-78.933919,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,1,Male,Black,C: Possible Injury,No,2,0,0,0,2,0,27,Female,Black,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
104948705,2016-11-30,2016,November,19,35.948447,-78.923375,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,19,Male,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,36,Male,White,Sport Utility,30 - 35 MPH,Local Street,Dark - Roadway Not Lighted,Cloudy,Durham,Durham
104949080,2016-12-16,2016,December,11,35.97045,-78.958104,O: No Injury,Motorist Right Turn - Same Direction,Motorist Right Turn / Merge,No,Bicyclist,27,Male,White,O: No Injury,No,1,0,0,0,0,0,20,Female,Black,Passenger Car,20 - 25 MPH,Local Street,Daylight,Cloudy,Durham,Durham
104954981,2016-12-18,2016,December,22,35.933635,-78.950433,B: Suspected Minor Injury,Disabled Vehicle-Related,Unusual Circumstances,No,Pedestrian,37,Female,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,55,Male,Black,Pickup,30 - 35 MPH,NC Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
104957186,2016-12-21,2016,December,12,35.961678,-78.923163,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,28,Male,Black,C: Possible Injury,"Yes - Other Drugs, Impairment Suspected",1,0,0,0,1,0,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
104958634,2016-12-13,2016,December,18,36.007661,-78.946366,O: No Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,23,Male,White,O: No Injury,No,1,0,0,0,0,0,22,Female,White,Sport Utility,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Rain,Durham,Durham
104959269,2016-12-20,2016,December,23,35.922335,-78.81295,B: Suspected Minor Injury,Motorist Turn / Merge - Other / Unknown,Crossing Roadway - Vehicle Turning,No,Pedestrian,19,Female,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,22,Female,Hispanic,Passenger Car,40 - 45 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
104959914,2016-12-28,2016,December,7,35.959589,-78.964472,B: Suspected Minor Injury,Motorist Right Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,43,Female,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,30,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
104967172,2017-01-05,2017,January,13,35.996634,-78.899365,C: Possible Injury,Backing Vehicle - Roadway,Backing Vehicle,No,Pedestrian,77,Female,White,C: Possible Injury,No,1,0,0,0,1,0,33,Female,Black,Van,30 - 35 MPH,US Route,Daylight,Cloudy,Durham,Durham
104972142,2017-01-11,2017,January,19,35.99671,-78.809617,C: Possible Injury,Walking Along Roadway With Traffic - From Front,Walking Along Roadway,No,Pedestrian,19,Female,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,"Light Truck (Mini-Van, Panel)",30 - 35 MPH,Local Street,Dark - Lighted Roadway,"Fog, Smog, Smoke",Durham,Durham
104972173,2017-01-11,2017,January,19,36.010935,-78.851541,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Walking Along Roadway,No,Pedestrian,44,Female,White,C: Possible Injury,Unknown,1,0,0,0,1,0,67,Female,White,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Cloudy,Durham,Durham
104974992,2017-01-12,2017,January,16,36.03689,-78.869755,C: Possible Injury,Unknown Approach Paths,Other / Unknown - Insufficient Details,Yes,Bicyclist,55,Male,Black,C: Possible Injury,"Yes - Alcohol, Impairment Suspected",1,0,0,0,1,0,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
104975356,2017-01-13,2017,January,18,35.997066,-78.90887,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,28,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,57,Male,Black,Sport Utility,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
104983089,2017-01-17,2017,January,20,35.972861,-78.900516,C: Possible Injury,Backing Vehicle - Roadway,Backing Vehicle,No,Pedestrian,18,Female,Black,C: Possible Injury,No,1,0,0,0,1,0,21,Male,Black,Passenger Car,5 - 15 MPH,Local Street,Dark - Lighted Roadway,Rain,Durham,Durham
104987225,2017-01-26,2017,January,12,36.033461,-78.929089,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,74,Female,White,C: Possible Injury,No,1,0,0,0,1,0,62,Female,White,Passenger Car,40 - 45 MPH,NC Route,Daylight,Clear,Durham,Durham
104987338,2017-01-26,2017,January,21,36.014999,-78.94708,C: Possible Injury,Vehicle - Vehicle / Object,Unusual Circumstances,No,Pedestrian,46,Female,Hispanic,C: Possible Injury,No,1,0,0,0,1,0,26,Male,Other,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
104987351,2017-01-23,2017,January,19,35.984276,-78.898984,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,54,Male,Black,C: Possible Injury,Unknown,1,0,0,0,1,0,55,Male,Black,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
104988426,2017-01-25,2017,January,9,35.979776,-78.879299,C: Possible Injury,Bicyclist Overtaking - Other / Unknown,Bicyclist Overtaking Motorist,No,Bicyclist,34,Female,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
104989271,2017-01-27,2017,January,7,35.987472,-78.887845,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,52,Male,White,B: Suspected Minor Injury,Unknown,1,0,0,1,0,0,36,Female,Hispanic,Sport Utility,20 - 25 MPH,NC Route,Daylight,Clear,Durham,Durham
104989655,2016-12-24,2016,December,10,35.912301,-78.933766,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,64,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,61,Male,Other,Passenger Car,40 - 45 MPH,Secondary Route,Daylight,Rain,Durham,Durham
104993313,2017-01-31,2017,January,21,35.936872,-78.893793,C: Possible Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,Yes,Bicyclist,31,Male,White,C: Possible Injury,No,1,0,0,0,1,0,38,Female,Black,Passenger Car,40 - 45 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
104998877,2017-01-26,2017,January,10,35.970668,-78.894883,A: Suspected Serious Injury,Dash,Dash / Dart-Out,No,Pedestrian,15,Male,Black,A: Suspected Serious Injury,No,1,0,1,0,0,0,19,Female,Black,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
105002612,2017-02-06,2017,February,19,36.003261,-78.890868,B: Suspected Minor Injury,Dash,Dash / Dart-Out,Yes,Pedestrian,53,Female,White,B: Suspected Minor Injury,"Yes - Alcohol, Impairment Suspected",1,0,0,1,0,0,46,Male,Black,Passenger Car,20 - 25 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
105005342,2017-02-11,2017,February,19,36.018546,-78.890125,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,28,Male,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,20,Male,White,Passenger Car,30 - 35 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
105005380,2017-02-12,2017,February,19,36.008658,-78.944149,C: Possible Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,50,Male,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown/Missing,Passenger Car,20 - 25 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
105007443,2017-02-13,2017,February,6,35.888311,-78.895391,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,31,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,Not coded,Unknown,Unknown,Passenger Car,50 - 55 MPH,NC Route,Dawn,Clear,Durham,Raleigh
105007616,2017-02-14,2017,February,8,35.997084,-78.910341,C: Possible Injury,Motorist Right Turn on Red - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,49,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,42,Female,White,Passenger Car,20 - 25 MPH,Secondary Route,Daylight,Clear,Durham,Durham
105015144,2017-02-21,2017,February,13,35.960802,-78.957911,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,Yes,Pedestrian,72,Male,White,C: Possible Injury,"Yes - Alcohol, Impairment Suspected",1,0,0,0,1,0,30,Male,White,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
105015860,2017-01-25,2017,January,16,36.006584,-78.929853,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,18,Female,Asian,C: Possible Injury,No,1,0,0,0,1,0,62,Male,White,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Cloudy,Durham,Durham
105017544,2017-02-21,2017,February,22,35.992653,-78.901941,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,52,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,33,Male,White,Sport Utility,20 - 25 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
105018264,2017-02-13,2017,February,10,36.000044,-78.923381,O: No Injury,Motorist Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,33,Male,White,O: No Injury,No,1,0,0,0,0,0,41,Male,Black,Commercial Bus,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
105021260,2017-02-22,2017,February,18,35.988069,-78.902233,O: No Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,19,Female,Black,O: No Injury,No,1,0,0,0,0,0,64,Female,Black,Sport Utility,30 - 35 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
105024635,2017-03-01,2017,March,20,35.988002,-78.897125,O: No Injury,Vehicle - Vehicle / Object,Unusual Circumstances,No,Pedestrian,49,Male,Black,O: No Injury,No,1,0,0,0,0,0,31,Male,White,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Rain,Durham,Durham
105024984,2017-02-28,2017,February,13,35.963347,-78.907707,A: Suspected Serious Injury,Dart-Out,Dash / Dart-Out,No,Pedestrian,55,Male,Black,A: Suspected Serious Injury,Unknown,1,0,1,0,0,0,22,Female,Black,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
105026392,2017-02-17,2017,February,6,36.007889,-78.935298,B: Suspected Minor Injury,Motorist Left Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,52,Female,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,Not coded,Unknown,Unknown,Unknown,5 - 15 MPH,Secondary Route,Dusk,Clear,Durham,Durham
105030611,2017-03-01,2017,March,20,36.013865,-78.93746,C: Possible Injury,Disabled Vehicle-Related,Unusual Circumstances,No,Pedestrian,34,Male,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,Passenger Car,50 - 55 MPH,NC Route,Dark - Roadway Not Lighted,Cloudy,Durham,Durham
105033498,2017-03-09,2017,March,13,36.031881,-78.878988,O: No Injury,Motorist Right Turn - Same Direction,Motorist Right Turn / Merge,No,Bicyclist,6,Male,Black,O: No Injury,No,1,0,0,0,0,0,72,Male,Black,Pickup,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
105038162,2017-03-13,2017,March,17,35.986139,-78.898657,C: Possible Injury,Motorist Right Turn on Red - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,55,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,49,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Rain,Durham,Durham
105038469,2017-03-06,2017,March,10,36.005476,-78.936356,C: Possible Injury,Entering / Exiting Parked Vehicle,Unique Midblock,No,Pedestrian,19,Male,White,C: Possible Injury,No,1,0,0,0,1,0,64,Female,Black,Passenger Car,5 - 15 MPH,Local Street,Daylight,Clear,Durham,Durham
105040658,2017-03-17,2017,March,23,36.021051,-78.949975,C: Possible Injury,Motorist Left Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,27,Female,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,Pickup,30 - 35 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
105041007,2017-03-16,2017,March,22,35.902317,-78.895513,C: Possible Injury,Dash,Dash / Dart-Out,No,Pedestrian,47,Male,Black,C: Possible Injury,Unknown,1,0,0,0,1,0,27,Female,White,Passenger Car,40 - 45 MPH,NC Route,Dark - Lighted Roadway,Clear,Durham,Durham
105042672,2017-03-19,2017,March,14,35.982183,-78.907704,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,Bicyclist Failed to Yield - Sign-Controlled Intersection,No,Bicyclist,9,Male,Hispanic,B: Suspected Minor Injury,No,1,0,0,1,0,0,29,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
105046039,2017-03-06,2017,March,20,35.984319,-78.9028,B: Suspected Minor Injury,Vehicle - Vehicle / Object,Unusual Circumstances,No,Pedestrian,63,Male,Black,B: Suspected Minor Injury,Unknown,1,0,0,1,0,0,33,Male,Hispanic,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
105046561,2017-03-16,2017,March,7,35.998781,-78.882147,B: Suspected Minor Injury,Dash,Dash / Dart-Out,No,Pedestrian,0,Unknown,Unknown/Missing,Unknown Injury,Missing,1,0,0,0,0,1,Not coded,Unknown,Unknown,Unknown,Unknown,Local Street,Daylight,Clear,Durham,Durham
105047826,2017-03-25,2017,March,22,36.065415,-78.875834,C: Possible Injury,Other Unusual Circumstances,Unusual Circumstances,No,Pedestrian,17,Female,Black,C: Possible Injury,No,1,0,0,0,1,0,47,Male,Black,Truck/Trailer,20 - 25 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
105048319,2017-03-25,2017,March,18,35.988367,-78.887409,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,21,Female,Black,C: Possible Injury,No,1,0,0,0,1,0,29,Female,Black,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
105048709,2017-03-26,2017,March,1,35.942184,-78.863602,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,21,Female,Black,C: Possible Injury,No,1,0,0,0,1,0,43,Male,Black,Passenger Car,5 - 15 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
105050501,2017-03-27,2017,March,15,35.994641,-78.900925,C: Possible Injury,Motorist Exiting Driveway or Alley,Crossing Driveway or Alley,No,Pedestrian,29,Female,White,C: Possible Injury,No,1,0,0,0,1,0,47,Male,White,Passenger Car,20 - 25 MPH,US Route,Daylight,Clear,Durham,Durham
105050502,2017-03-20,2017,March,8,35.996707,-78.919086,B: Suspected Minor Injury,Bicyclist Overtaking - Extended Door,Bicyclist Overtaking Motorist,No,Bicyclist,25,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,25,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
105050770,2017-03-06,2017,March,18,35.924036,-78.928377,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,30,Female,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,45,Male,White,Passenger Car,30 - 35 MPH,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
105053170,2017-03-28,2017,March,7,36.049951,-78.921486,A: Suspected Serious Injury,School Bus-Related,Bus-Related,No,Pedestrian,11,Male,Other,A: Suspected Serious Injury,No,1,0,1,0,0,0,37,Female,White,Passenger Car,20 - 25 MPH,Local Street,Dawn,Rain,Durham,Durham
105054304,2017-03-31,2017,March,21,35.9926,-78.868747,C: Possible Injury,Walking in Roadway,Pedestrian in Roadway - Circumstances Unknown,Yes,Pedestrian,59,Male,Hispanic,C: Possible Injury,"Yes - Alcohol, Impairment Suspected",1,0,0,0,1,0,Not coded,Unknown,Unknown,Sport Utility,30 - 35 MPH,NC Route,Dark - Lighted Roadway,Cloudy,Durham,Durham
105059519,2017-04-05,2017,April,16,35.994943,-78.902255,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,28,Female,White,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,Pickup,30 - 35 MPH,US Route,Daylight,Rain,Durham,Durham
105065834,2017-03-31,2017,March,6,35.94252,-78.918942,K: Killed,Walking in Roadway,Pedestrian in Roadway - Circumstances Unknown,No,Pedestrian,50,Female,Black,K: Killed,No,1,1,0,0,0,0,32,Female,White,Passenger Car,40 - 45 MPH,Local Street,Dark - Roadway Not Lighted,Rain,Durham,Durham
105071469,2017-04-07,2017,April,12,35.976408,-78.899637,C: Possible Injury,Backing Vehicle - Roadway,Backing Vehicle,No,Pedestrian,18,Female,Black,C: Possible Injury,No,1,0,0,0,1,0,Not coded,Unknown,Unknown,Passenger Car,5 - 15 MPH,Local Street,Daylight,Clear,Durham,Durham
105074601,2017-04-10,2017,April,9,36.002955,-78.951103,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,22,Male,White,B: Suspected Minor Injury,No,1,0,0,1,0,0,85,Male,White,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
105079323,2017-04-28,2017,April,13,36.035698,-78.89003,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,56,Female,Black,C: Possible Injury,No,1,0,0,0,1,0,28,Female,White,Sport Utility,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
105085722,2017-05-05,2017,May,8,35.992567,-78.883111,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,60,Male,White,C: Possible Injury,No,1,0,0,0,1,0,36,Female,Hispanic,Pickup,30 - 35 MPH,Local Street,Daylight,Cloudy,Durham,Durham
